COUNTY,YEAR,TOTAL,WHITE,HISPANIC,ASIAN,PACIFIC_ISLANDER,BLACK,AMERICAN_INDIAN,MULTIRACE,WHITE_%,HISPANIC_%,ASIAN_%,PACIFIC_ISLANDER_%,BLACK_%,AMERICAN_INDIAN_%,MULTIRACE_%
El Dorado,2021,224075,184118,29373,4095,229,932,1432,3896,82.168024099074%,13.1085574026554%,1.82751310944996%,0.10219792480196%,0.41593216556956%,0.63907173937298%,1.7387035590762%
El Dorado,2022,226954,186160,30103,4116,231,940,1436,3968,82.025432466491%,13.2639213232637%,1.81358336931713%,0.10178274011474%,0.41418084722014%,0.63272733681715%,1.74837191677609%
El Dorado,2023,229770,188148,30832,4134,233,947,1436,4040,81.8853636244941%,13.4186360273317%,1.79919049484267%,0.10140575357967%,0.4121512817165%,0.62497279888584%,1.75828001914958%
El Dorado,2024,232530,190082,31563,4150,235,951,1437,4112,81.7451511632908%,13.573732421623%,1.78471595063003%,0.10106222852965%,0.40897948651787%,0.61798477615792%,1.76837397325076%
El Dorado,2025,235212,191933,32299,4167,237,955,1437,4184,81.600003401187%,13.7318674217302%,1.77159328605683%,0.10076016529769%,0.40601669982824%,0.61093821743789%,1.77882080846215%
El Dorado,2026,237817,193711,33035,4181,239,959,1436,4256,81.4538069187653%,13.8909329442386%,1.75807448584416%,0.10049744130991%,0.40325123939836%,0.60382563063196%,1.7896113398117%
El Dorado,2027,240355,195423,33774,4191,241,963,1435,4328,81.3059848973394%,14.0517151713091%,1.74367082024505%,0.1002683530611%,0.40065736098687%,0.59703355453392%,1.8006698425246%
El Dorado,2028,242826,197072,34517,4202,243,964,1431,4397,81.1577013993559%,14.2147051798407%,1.73045719980562%,0.10007165624768%,0.39699208486735%,0.58931086456969%,1.81076161531302%
El Dorado,2029,245229,198661,35256,4212,245,967,1423,4465,81.0104025217246%,14.3767662062807%,1.7175782635822%,0.099906617895926%,0.39432530410351%,0.58027394802409%,1.82074713838902%
El Dorado,2030,247570,200194,35995,4217,247,968,1416,4533,80.8635941349921%,14.5393222118997%,1.70335662640869%,0.09976976208749%,0.39100052510401%,0.57195944581331%,1.83099729369471%
El Dorado,2031,251016,202645,36920,4223,248,969,1410,4601,80.7299136310036%,14.7082257704688%,1.68236287726679%,0.098798482965229%,0.38603116932785%,0.56171718137489%,1.83295088759282%
El Dorado,2032,254416,205051,37853,4227,249,970,1400,4666,80.5967391987925%,14.8783881516886%,1.66145210993019%,0.097871203068989%,0.38126532922458%,0.55027985661279%,1.83400415068235%
El Dorado,2033,257788,207402,38803,4232,251,974,1392,4734,80.4544819774388%,15.0522910298385%,1.64165903765885%,0.097366828556799%,0.37782984467857%,0.53997858705603%,1.83639269477245%
El Dorado,2034,261118,209710,39761,4242,252,975,1384,4794,80.312349206106%,15.2272152819798%,1.62455288413667%,0.096508092126931%,0.37339440406253%,0.53002856945902%,1.835951562129%
El Dorado,2035,264425,211982,40734,4248,254,979,1372,4856,80.1671551479626%,15.4047461473007%,1.60650467996596%,0.096057483218304%,0.37023730736504%,0.51886168100596%,1.83643755318143%
El Dorado,2036,267718,214219,41725,4253,256,983,1365,4917,80.0166593206284%,15.5854294444154%,1.58861189759374%,0.095623006297671%,0.36717740308832%,0.50986485779813%,1.83663407017832%
El Dorado,2037,270987,216431,42722,4259,258,987,1353,4977,79.8676689287678%,15.7653319162912%,1.57166210925247%,0.095207519179887%,0.36422411407189%,0.49928594360615%,1.83661946883061%
El Dorado,2038,274234,218615,43731,4266,259,988,1344,5031,79.7184156596192%,15.9466003486074%,1.55560579650955%,0.094444890130327%,0.36027626041993%,0.49009240283845%,1.83456464187519%
El Dorado,2039,277471,220774,44757,4275,260,989,1333,5083,79.5665132572413%,16.1303343412465%,1.5407015507927%,0.093703486130082%,0.35643364531789%,0.48041056542846%,1.8319031538431%
El Dorado,2040,280720,222930,45795,4286,261,986,1323,5139,79.4136506127102%,16.3134083784554%,1.52678825876318%,0.09297520661157%,0.35123966942149%,0.47128811627244%,1.83064975776574%
El Dorado,2041,283980,225083,46849,4297,262,984,1313,5192,79.2601591661384%,16.4972885414466%,1.51313472779773%,0.092260018311149%,0.34650327487851%,0.46235650397915%,1.82829776744841%
El Dorado,2042,287253,227237,47917,4310,263,981,1301,5244,79.1069196840416%,16.6811138613%,1.50041949083212%,0.091556920206229%,0.34151079362095%,0.45291084862473%,1.8255684013744%
El Dorado,2043,290525,229385,48991,4323,263,977,1289,5297,78.9553394716462%,16.8629205748214%,1.48799586954651%,0.090525772308751%,0.33628775492643%,0.44367954565012%,1.82325101110059%
El Dorado,2044,293839,231546,50079,4343,263,978,1280,5350,78.8002953998618%,17.0430065444002%,1.47802027640987%,0.08950479684453%,0.33283532818993%,0.43561269947148%,1.8207249548222%
El Dorado,2045,297164,233717,51176,4359,263,975,1272,5402,78.6491634249102%,17.2214669340835%,1.46686678063292%,0.08850331803314%,0.32810165430537%,0.42804646592454%,1.81785142211035%
El Dorado,2046,300511,235899,52281,4376,264,973,1263,5455,78.4992895434776%,17.3973664857526%,1.45618629600913%,0.087850361550825%,0.32378182495815%,0.42028411605565%,1.81524137219603%
El Dorado,2047,303875,238090,53400,4390,264,969,1253,5509,78.3512957630605%,17.573015220074%,1.44467297408474%,0.086877828054299%,0.31888111888112%,0.41234060057589%,1.81291649526944%
El Dorado,2048,307267,240297,54521,4405,264,970,1244,5566,78.2046233406126%,17.7438514386511%,1.43360660272662%,0.085918761207679%,0.31568635746761%,0.40485961720588%,1.81145388212857%
El Dorado,2049,310681,242522,55648,4422,264,968,1234,5623,78.0614199130298%,17.9116199574483%,1.4233248895169%,0.084974620269666%,0.31157360765544%,0.39719197504836%,1.80989503703155%
El Dorado,2050,314126,244765,56785,4436,264,967,1226,5683,77.9193699343576%,18.0771410198455%,1.41217218568345%,0.084042708976653%,0.30783825598645%,0.39028924699006%,1.80914664816029%
Fresno,2000,804508,324947,353921,66240,711,41134,6423,11132,40.3907729941778%,43.992228790764%,8.23360364346905%,0.088376995629627%,5.11293859103949%,0.79837615039254%,1.38370283452744%
Fresno,2001,820517,325317,366553,68539,713,41581,6574,11240,39.647807418981%,44.6734193197703%,8.35314807615199%,0.086896432371298%,5.0676585616142%,0.80120216887645%,1.36986802223476%
Fresno,2002,837453,325685,379885,71063,721,41977,6750,11372,38.889943674451%,45.3619486705523%,8.48561053575544%,0.086094383804225%,5.01246040076279%,0.80601538235579%,1.35792695231852%
Fresno,2003,857524,326595,395068,74025,725,42468,6978,11665,38.0858145078155%,46.0707805262593%,8.63241145437329%,0.084545738661542%,4.95239783376325%,0.81373815776585%,1.36031178136122%
Fresno,2004,874745,327010,408698,76445,727,42891,7130,11844,37.3834660386741%,46.7219589709001%,8.7391182573207%,0.083109934895312%,4.90325752076319%,0.81509468473669%,1.35399459270988%
Fresno,2005,891502,327338,422135,78744,735,43317,7272,11961,36.7175844810219%,47.3509874346889%,8.83273397031078%,0.082445131923428%,4.85887861160154%,0.81570203992812%,1.34166833052534%
Fresno,2006,910627,328224,436872,81689,748,43889,7521,11684,36.0437368977638%,47.9748568843226%,8.97063232256456%,0.082141206004215%,4.81964624374195%,0.82591445234986%,1.283071993253%
Fresno,2007,928311,328892,450429,84197,761,44588,7744,11700,35.4290749544064%,48.5213468331195%,9.06991299252083%,0.081976837503811%,4.80313170909318%,0.83420319268004%,1.2603534806762%
Fresno,2008,946353,329605,464209,86768,775,45308,7967,11721,34.8289697396215%,49.0524149022616%,9.16867173242965%,0.081893331558097%,4.78764266610874%,0.84186344841724%,1.23854417960317%
Fresno,2009,964755,330357,478224,89403,789,46045,8190,11747,34.2425797223129%,49.569476188255%,9.26691232489078%,0.081782421443786%,4.77271431606988%,0.84892019217314%,1.21761483485444%
Fresno,2010,983478,331144,492449,92099,802,46797,8412,11775,33.6707074281275%,50.0721927689282%,9.36462228946657%,0.081547324902031%,4.7583169120204%,0.8553317918652%,1.19728148469005%
Fresno,2011,1004332,332210,507816,95251,816,47713,8652,11874,33.0777073716659%,50.5625629771828%,9.48401524595452%,0.081248033518797%,4.75071988147346%,0.86146812010371%,1.18227837010072%
Fresno,2012,1025502,333310,523402,98461,830,48630,8892,11977,32.5021306638115%,51.0386132840306%,9.60124894929508%,0.080935970870852%,4.74206778728857%,0.8670875337152%,1.16791581098818%
Fresno,2013,1046964,334433,539178,101733,842,49563,9130,12085,31.9431231637382%,51.4991919492934%,9.71695301844189%,0.08042301358977%,4.73397366098548%,0.87204526612185%,1.15428992782942%
Fresno,2014,1068659,335571,555136,105039,854,50501,9365,12193,31.4011298271946%,51.9469727948766%,9.82904743234278%,0.07991323705691%,4.72564213654683%,0.87633192627396%,1.14096264570831%
Fresno,2015,1090531,336713,571225,108376,866,51446,9600,12305,30.8760594609415%,52.380445856193%,9.93791098098083%,0.079410855812444%,4.71751834656695%,0.88030509907559%,1.1283494004297%
Fresno,2016,1112571,337868,587438,111736,878,52392,9830,12429,30.3682191967973%,52.8000460195349%,10.0430444439052%,0.07891631185785%,4.70909272307116%,0.88353911795292%,1.11714218688066%
Fresno,2017,1134756,339005,603765,115131,889,53345,10060,12561,29.8747043417263%,53.2065924304432%,10.1458815815911%,0.078342833172946%,4.70101061373546%,0.88653419766011%,1.10693400167084%
Fresno,2018,1157040,340118,620208,118538,898,54292,10286,12700,29.3955265159372%,53.6029869321717%,10.2449353522782%,0.07761183710157%,4.69231832953053%,0.88899260181152%,1.09762843116919%
Fresno,2019,1179401,341199,636762,121949,907,55228,10510,12846,28.9298550704976%,53.9902882904118%,10.339909835586%,0.076903445053888%,4.68271605671014%,0.89113032802245%,1.08919697371801%
Fresno,2020,1201792,342241,653416,125340,915,56149,10730,13001,28.4775568484397%,54.3701405900522%,10.4294253914155%,0.076136303120673%,4.67210632122697%,0.89283336883587%,1.08180117690915%
Fresno,2021,1224237,343221,670025,128730,922,57136,10949,13254,28.0355029295798%,54.7300073433494%,10.5151208466988%,0.075312214873427%,4.66707018330601%,0.89435297250451%,1.08263350968808%
Fresno,2022,1246728,344153,686732,132112,929,58125,11166,13511,27.6044975327417%,55.0827445922447%,10.5966979164661%,0.074515050596441%,4.66220378462664%,0.89562438639382%,1.08371673693059%
Fresno,2023,1269283,345033,703543,135497,936,59113,11383,13778,27.183299547855%,55.4283796442559%,10.675081916326%,0.073742419933143%,4.65719622810673%,0.89680551933651%,1.0854947241868%
Fresno,2024,1291881,345862,720474,138860,943,60095,11597,14050,26.7719704833495%,55.7693781393178%,10.7486680274731%,0.072994339261898%,4.65174423960102%,0.89768330055168%,1.08756147044503%
Fresno,2025,1314530,346635,737532,142203,951,61072,11810,14327,26.3695008862483%,56.1061367941394%,10.8177827816786%,0.07234524887222%,4.64591907373738%,0.89841996759298%,1.08989524773113%
Fresno,2026,1337257,347360,754719,145543,957,62051,12023,14604,25.9755604195753%,56.4378425388687%,10.8836970006513%,0.071564403850569%,4.64017013932251%,0.89907923458243%,1.09208626314912%
Fresno,2027,1360071,348029,772036,148892,964,63030,12236,14884,25.5890317490778%,56.7643895061361%,10.9473696593781%,0.070878652658574%,4.63431688492733%,0.89965891486547%,1.09435463295666%
Fresno,2028,1382992,348661,789491,152244,970,64010,12450,15166,25.2106302856416%,57.0857242847392%,11.0083066279487%,0.070137788215695%,4.62837095225424%,0.90022212709835%,1.09660793410229%
Fresno,2029,1406044,349264,807088,155602,976,64993,12666,15455,24.8401899229327%,57.4013331019513%,11.0666522527033%,0.069414612913963%,4.62240157491515%,0.90082529422977%,1.09918324035379%
Fresno,2030,1429228,349834,824824,158969,982,65989,12880,15750,24.4771303109091%,57.7111559527241%,11.1227179988077%,0.068708421609428%,4.61710797717369%,0.90118581499943%,1.10199352377647%
Fresno,2031,1452547,350317,842600,162450,988,67042,13102,16048,24.1174295909186%,58.0084499847509%,11.1838033468108%,0.068018453103411%,4.61547887951302%,0.90200179408997%,1.1048179508133%
Fresno,2032,1476031,350790,860511,165966,994,68106,13322,16342,23.7657610172144%,58.2989788154856%,11.2440727870892%,0.067342759061293%,4.61413073302661%,0.90255556963235%,1.1071583184906%
Fresno,2033,1499699,351254,878569,169522,1000,69178,13544,16632,23.4216332744104%,58.5830223264802%,11.3037349494799%,0.066680047129457%,4.6127923003216%,0.90311455832137%,1.10902254385713%
Fresno,2034,1523550,351713,896769,173110,1006,70265,13770,16917,23.0850973056349%,58.8604903022546%,11.3622788881231%,0.066029995733648%,4.61192609366283%,0.90381018017131%,1.11036723441961%
Fresno,2035,1547582,352177,915107,176735,1012,71358,13994,17199,22.7565970656159%,59.1314062841258%,11.4200733789874%,0.065392334622656%,4.61093499407463%,0.90424933864571%,1.11134660392793%
Fresno,2036,1571806,352642,933567,180408,1020,72470,14218,17481,22.4354659544498%,59.3945436014368%,11.4777523434826%,0.064893504669151%,4.61061988566019%,0.90456455822156%,1.11216015207984%
Fresno,2037,1596213,353117,952149,184129,1027,73588,14439,17764,22.1221729180254%,59.6504977719139%,11.5353652676679%,0.064339784226792%,4.61016167641787%,0.90457852429469%,1.11288405745349%
Fresno,2038,1620806,353602,970850,187901,1034,74709,14663,18047,21.8164296035429%,59.8992106396447%,11.5930592557036%,0.063795420303232%,4.60937336115488%,0.90467335387455%,1.11345836577604%
Fresno,2039,1645578,354105,989666,191727,1039,75835,14883,18323,21.5185788823137%,60.1409352823142%,11.6510429769965%,0.063138909246478%,4.60841114793708%,0.9044238559339%,1.11346894525814%
Fresno,2040,1670542,354632,1008594,195597,1047,76974,15104,18594,21.2285593537906%,60.3752554560137%,11.7085951745003%,0.062674269787889%,4.60772611523685%,0.90413769902223%,1.11305193164853%
Fresno,2041,1695669,355175,1027614,199511,1053,78123,15329,18864,20.9460100998485%,60.6022755620348%,11.765916579238%,0.062099383783038%,4.60720812847319%,0.90400897816732%,1.11248126845511%
Fresno,2042,1720951,355745,1046727,203455,1058,79277,15552,19137,20.6714194651678%,60.8225916949408%,11.8222424694253%,0.061477636492846%,4.60658089626027%,0.9036863920007%,1.11200144571228%
Fresno,2043,1746381,356329,1065924,207439,1063,80438,15775,19413,20.4038523094331%,61.0361656477023%,11.8782213045149%,0.060868733684116%,4.60598231428308%,0.90329658877416%,1.11161310160841%
Fresno,2044,1771976,356937,1085213,211460,1067,81607,16000,19692,20.1434443807365%,61.2430981006515%,11.9335702063685%,0.060215262509199%,4.60542354975462%,0.90294676677336%,1.11130173320632%
Fresno,2045,1797711,357576,1104579,215515,1069,82780,16222,19970,19.8906275814077%,61.4436358235556%,11.9883006779176%,0.059464507921462%,4.60474458909135%,0.90236973573617%,1.11085708437007%
Fresno,2046,1823591,358233,1124022,219598,1073,83966,16444,20255,19.6443720110485%,61.6378343608846%,12.042064256733%,0.058839948212072%,4.60443158581063%,0.90173728648584%,1.11072055082527%
Fresno,2047,1849604,358923,1143538,223699,1077,85158,16663,20546,19.4053970471517%,61.8260989920004%,12.0944266989042%,0.058228680301297%,4.60412066582901%,0.90089554304597%,1.11083237276736%
Fresno,2048,1875742,359630,1163129,227824,1078,86359,16880,20842,19.1726793983394%,62.0090076353784%,12.1458068327094%,0.057470590305063%,4.6039913804777%,0.89991054206815%,1.11113362072183%
Fresno,2049,1902012,360368,1182792,231968,1078,87564,17097,21145,18.9466733122609%,62.186358445688%,12.1959272601855%,0.056676824331287%,4.60375644317701%,0.89889022782191%,1.11171748653531%
Fresno,2050,1928411,361135,1202527,236125,1078,88780,17317,21449,18.7270763338313%,62.3584391501604%,12.2445370826032%,0.055900946426877%,4.60379037456227%,0.89799321825067%,1.1122628941652%
Glenn,2000,26764,16924,7879,918,23,130,464,426,63.2341951875654%,29.4387983858915%,3.42998057091616%,0.085936332386788%,0.48572709609924%,1.73367209684651%,1.59169033029443%
Glenn,2001,26951,16901,8057,930,23,130,466,444,62.7101035212052%,29.8949946198657%,3.45070683833624%,0.085340061593262%,0.48235686987496%,1.7290638566287%,1.64743423249601%
Glenn,2002,27347,17027,8293,944,23,130,466,464,62.2627710534976%,30.3250813617581%,3.45193257030022%,0.084104289318755%,0.47537207006253%,1.70402603576261%,1.69671261930011%
Glenn,2003,27854,17244,8547,952,23,132,475,481,61.9085230128527%,30.6850003590149%,3.41782149781001%,0.082573418539528%,0.47389961944424%,1.70532060027285%,1.72686149206577%
Glenn,2004,28115,17285,8737,960,23,134,479,497,61.4796372043393%,31.0759381113285%,3.4145473946292%,0.081806864662991%,0.47661390716699%,1.70371687711186%,1.76773964076116%
Glenn,2005,28558,17437,8995,972,23,136,488,507,61.0581973527558%,31.4973037327544%,3.40359969185517%,0.080537852790812%,0.47622382519784%,1.70880313747461%,1.77533440717137%
Glenn,2006,29052,17624,9261,988,23,138,497,521,60.6636376153105%,31.8773234200744%,3.40079856808481%,0.079168387718574%,0.47501032631144%,1.71072559548396%,1.79333608701638%
Glenn,2007,29488,17769,9516,1004,23,140,501,535,60.2584102007596%,32.2707542051004%,3.40477482365708%,0.07799782962561%,0.47476939772111%,1.69899620184482%,1.81429734129137%
Glenn,2008,29943,17921,9779,1022,23,144,505,549,59.8503823932138%,32.6587182313062%,3.41315165481081%,0.076812610626858%,0.48091373609859%,1.68653775506796%,1.83348361887586%
Glenn,2009,30411,18077,10051,1040,23,148,509,563,59.4423070599454%,33.0505409226924%,3.41981519844793%,0.075630528427214%,0.4866660090099%,1.67373647693269%,1.85130380454441%
Glenn,2010,30880,18235,10322,1057,23,152,512,579,59.0511658031088%,33.4261658031088%,3.4229274611399%,0.074481865284974%,0.49222797927461%,1.6580310880829%,1.875%
Glenn,2011,31558,18524,10647,1084,23,156,530,594,58.6982698523354%,33.7378794600418%,3.43494518030293%,0.072881678179859%,0.49432790417644%,1.67944736675328%,1.88224855821028%
Glenn,2012,32247,18817,10976,1111,23,160,550,610,58.3527149812386%,34.0372747852513%,3.44528173163395%,0.071324464291252%,0.49617018637393%,1.70558501566037%,1.89164883555059%
Glenn,2013,32957,19119,11316,1139,23,164,570,626,58.0119549716297%,34.3356494826592%,3.45601844828109%,0.069787905452559%,0.49761810844434%,1.72952635251995%,1.89944473101314%
Glenn,2014,33667,19420,11658,1168,23,166,590,642,57.6825972020079%,34.6273799269314%,3.46927258145959%,0.068316155285591%,0.4930644251047%,1.75245789645647%,1.90691181275433%
Glenn,2015,34371,19722,11996,1195,23,168,610,657,57.379767827529%,34.9015158127491%,3.47676820575485%,0.066916877600303%,0.4887841494283%,1.77475197113846%,1.91149515579995%
Glenn,2016,35083,20028,12337,1223,23,170,630,672,57.0874782658268%,35.1651797166719%,3.48601886953795%,0.065558817660975%,0.48456517401591%,1.79574152723541%,1.91545762905111%
